,JobID,Job_Designation,Involvement,Experince_level,Hr_name,Skills,CompanyName,Company_estab_year,AgeOfCompany,Industry,Location,employees_count,Job_url
411,234607,Retail Sales Executive,Sales and Business ,Junior Level,Devrat Singh,"Direct Sales, Sales",Ellementry,2018,5,Furniture,Chennai,125,https://www.instahyre.com/job-234607-retail-sales-executive-at-ellementry-chennai/
412,229099,B2B - Sales Associate,Sales and Business ,Junior Level,Vignesvaran Ar,"Business Development, Corporate Sales, Direct Sales, Sales",Wakefit,2014,9,Furniture,Bangalore,125,https://www.instahyre.com/job-229099-b2b-sales-associate-at-wakefit-bangalore/
413,256219,Sales Associate - B2B,Sales and Business ,Junior Level,Vignesvaran Ar,"Business Development, Direct Sales, Sales",Wakefit,2014,9,Furniture,Gurgaon,125,https://www.instahyre.com/job-256219-sales-associate-b2b-at-wakefit-gurgaon/
414,255066,Territory Sales Manager,Sales and Business ,Intermediate Level,Ashok Biswal,Sales,Revamp Moto,2020,3,Glass / Ceramics,"Bangalore, Chennai, Vadodara",30,https://www.instahyre.com/job-255066-territory-sales-manager-at-revamp-moto-bangalore-chennai-vadodara/
415,245076,Assistant Sales Manager,Sales and Business ,Intermediate Level,Chirag Hirani,"Business Development, Corporate Sales, Direct Sales, Sales",Varmora Tiles Bathware,1994,29,Glass / Ceramics,Bangalore,1000,https://www.instahyre.com/job-245076-assistant-sales-manager-at-varmora-tiles-bathware-bangalore/
416,265072,Category Manager,Sales and Business ,Junior Level,Panchali Bharali,"Business Development, Category Management",Apollo 24|7,2020,3,Healthcare / Hospitals,Hyderabad,350,https://www.instahyre.com/job-265072-category-manager-at-apollo-247-hyderabad/
417,241806,Pharmacist Assistants,Sales and Business ,Junior Level,Suneel Chirra,Pharmacy Operations,Apollo Pharmacy,1987,36,Healthcare / Hospitals,Hyderabad,1000,https://www.instahyre.com/job-241806-pharmacist-assistants-at-apollo-pharmacy-hyderabad/
418,255315,Health Coach Specialist,Sales and Business ,Junior Level,Akansha S,"Customer Interaction, Customer Relationship, Customer Service",Bonatra,2022,1,Healthcare / Hospitals,Bangalore,30,https://www.instahyre.com/job-255315-health-coach-specialist-at-bonatra-bangalore/
419,258362,Sales Manager,Sales and Business ,Junior Level,Nair Rinku,"Business Development, Direct Sales, Sales",Hanumat Agencies,2019,4,Healthcare / Hospitals,Trivandrum,30,https://www.instahyre.com/job-258362-sales-manager-at-hanumat-agencies-trivandrum/
420,265670,Team Leader,Sales and Business ,Intermediate Level,Mayank Singh,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales, Telecalling",Hike Education,2014,9,Healthcare / Hospitals,"Gurgaon, Hyderabad, Mumbai",125,https://www.instahyre.com/job-265670-team-leader-at-hike-education-gurgaon-hyderabad-mumbai/
421,258475,Medical Sales Representative - Diabetes Category,Sales and Business ,Intermediate Level,Kavita Chitlangi,"Business Development, Direct Sales, Sales",Lo! Foods,2019,4,Healthcare / Hospitals,Bangalore,30,https://www.instahyre.com/job-258475-medical-sales-representative-diabetes-category-at-lo-foods-bangalore/
422,255050,Customer Success Specialist - SaaS,Sales and Business ,Intermediate Level,Sheeba Morris,"CRM, Customer Interaction, Customer Relationship, Customer Service, Key Account Management",ResMed,1989,34,Healthcare / Hospitals,Bangalore,1000,https://www.instahyre.com/job-255050-customer-success-specialist-saas-at-resmed-2-bangalore/
423,249137,Marketing Head,Sales and Business ,Senior,Arya Suresh,"Direct Sales, Sales",Shivam Medisoft Services,2002,21,Healthcare / Hospitals,Hyderabad,350,https://www.instahyre.com/job-249137-marketing-head-at-shivam-medisoft-services-2-hyderabad/
424,260666,Medical Sales Representative,Sales and Business ,Junior Level,Parul Tiwary,Sales,Skill Pro-Learn,2020,3,Healthcare / Hospitals,Ranchi,5,https://www.instahyre.com/job-260666-medical-sales-representative-at-skill-pro-learn-ranchi/
425,246632,Content Writer,Marketing ,Intermediate Level,Kush Kansara,"Content Marketing, Content Writing, English Content",Wellnest Tech,2018,5,Healthcare / Hospitals,Ahmedabad,30,https://www.instahyre.com/job-246632-content-writer-at-wellnest-tech-ahmedabad/
426,231941,Business Development Associate,Sales and Business ,Junior Level,Vinay Karthik,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",Dent-O,2018,5,Healthcare / Hospitals,Bangalore,5,https://www.instahyre.com/job-231941-business-development-associate-at-dent-o-bangalore/
427,236699,Document Review & Validator Analyst,Sales and Business ,Junior Level,Nikhila Shree,"Customer Service, Key Account Management",Foundation AI,2018,5,Healthcare / Hospitals,"Hyderabad, Work From Home",30,https://www.instahyre.com/job-236699-document-review-validator-analyst-at-foundation-ai-hyderabad-work-from-home/
428,229652,Platform Lead Engineer,Software Engineering ,Executive,Dushyant Reddy,Java,HBox,2020,3,Healthcare / Hospitals,Bangalore,125,https://www.instahyre.com/job-229652-platform-lead-engineer-at-hbox-bangalore/
429,196060,Field Sales Executive,Sales and Business ,Intermediate Level,Hr Department,"Business Development, Direct Sales, Sales",MicroGO,2016,7,Healthcare / Hospitals,"Chennai, Delhi, Mumbai",30,https://www.instahyre.com/job-196060-field-sales-executive-at-microgo-chennai-delhi-mumbai/
430,181559,Senior Software Engineer,Software Engineering ,Senior,Moumita Ghosh,"Distributed Systems, Java, Microservices",Neuroglee Therapeutics,2020,3,Healthcare / Hospitals,Bangalore,30,https://www.instahyre.com/job-181559-senior-software-engineer-at-neuroglee-therapeutics-bangalore/
431,88514,Business Development Associate,Sales and Business ,Intermediate Level,Deepak Mendiratta,"Business Development, Corporate Sales, Sales",PlanCover,2013,10,Healthcare / Hospitals,"Bangalore, Delhi, Work From Home",125,https://www.instahyre.com/job-88514-business-development-associate-at-plancover-bangalore-delhi-work-from-home/
432,211281,Senior Product Manager,Technical Management ,Senior,Deepthi Ravindran,"Consumer Software, Product Management",Sequoia Consulting Group,2001,22,Healthcare / Hospitals,Bangalore,350,https://www.instahyre.com/job-211281-senior-product-manager-at-sequoia-consulting-group-bangalore/
433,237008,Zonal Sales Manager,Sales and Business ,Intermediate Level,Keerti Rathore,"Brand Management, Business Development, Category Management, Vendor Management",Shrisay Medical,2022,1,Healthcare / Hospitals,"Chandigarh, Ludhiana",30,https://www.instahyre.com/job-237008-zonal-sales-manager-at-shrisay-medical-chandigarh-ludhiana/
434,228357,Nurse Co - Ordinator,Operations ,Intermediate Level,Pooja Hudda,Operations Management,Tricog,2014,9,Healthcare / Hospitals,"Bangalore, Mysuru",125,https://www.instahyre.com/job-228357-nurse-co-ordinator-at-tricog-bangalore-mysuru/
435,264842,Sales Manager,Sales and Business ,Junior Level,Pushpa Anjali A,"Business Development, Sales",ConvertCart,2013,10,Hospitality / Travel,Bangalore,125,https://www.instahyre.com/job-264842-sales-manager-at-convertcart-2-bangalore/
436,265992,B2B Corporate Sales - Gifting Segment,Sales and Business ,Junior Level,Anashwara Mathew,"Business Development, Corporate Sales, Direct Sales, Sales",DailyObjects,2012,11,Hospitality / Travel,Gurgaon,125,https://www.instahyre.com/job-265992-b2b-corporate-sales-gifting-segment-at-dailyobjects-2-gurgaon/
437,261762,Regional Sales Manager,Sales and Business ,Senior,Jyoti Bohra,"Business Development, Corporate Sales, Direct Sales, Sales",DeMeNew,2019,4,Hospitality / Travel,Work From Home,30,https://www.instahyre.com/job-261762-regional-sales-manager-at-demenew-work-from-home/
438,266937,Content Writer,Marketing ,Junior Level,Akshaya Lakshmi,"Content Marketing, Content Writing, English Content",ElectricPe,2021,2,Hospitality / Travel,Bangalore,30,https://www.instahyre.com/job-266937-content-writer-at-electricpe-bangalore/
439,257955,Senior Business Development Manager (Drive),Sales and Business ,Intermediate Level,Ankita Singh,"Business Development, Corporate Sales, Key Account Management, Microsoft Excel, Microsoft PowerPoint, Sales",MakeMyTrip,2000,23,Hospitality / Travel,"Mumbai, Ooty, Wayanad",1000,https://www.instahyre.com/job-257955-senior-business-development-manager-drive-at-makemytrip-mumbai-ooty-wayanad/
440,256007,Store Manager,Operations ,Mid Senior Level,Ashok Biswal,"Inventory Management, Material Management, Operations Management, Quality Control",Revamp Moto,2020,3,Hospitality / Travel,"Ahmedabad, Mumbai, Pune",30,https://www.instahyre.com/job-256007-store-manager-at-revamp-moto-ahmedabad-mumbai-pune/
441,256898,Sales Executive / Sr. Executive Tourism,Sales and Business ,Junior Level,Yachika Kanojia Hrrecruiter,"Business Development, Direct Sales, Sales",Space Technology & Education,2001,22,Hospitality / Travel,Delhi,125,https://www.instahyre.com/job-256898-sales-executive-sr-executive-tourism-at-space-technology-education-delhi/
442,258649,Sales Consultant,Sales and Business ,Junior Level,Ritu Agarwal,"Direct Sales, International Sales, Sales",Travelounce,2022,1,Hospitality / Travel,Delhi,125,https://www.instahyre.com/job-258649-sales-consultant-at-travelounce-delhi/
443,256219,Sales Associate - B2B,Sales and Business ,Junior Level,Vignesvaran Ar,"Business Development, Direct Sales, Sales",Wakefit,2014,9,Hospitality / Travel,Gurgaon,125,https://www.instahyre.com/job-256219-sales-associate-b2b-at-wakefit-gurgaon/
444,258631,Sales Executive - Travel,Sales and Business ,Mid Senior Level,Saloni Dubey,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",WMTC,2021,2,Hospitality / Travel,Noida,125,https://www.instahyre.com/job-258631-sales-executive-travel-at-wmtc-noida/
445,240681,Sales Manager,Sales and Business ,Intermediate Level,Vikrant Bhagwan,"Business Development, Corporate Sales, Sales",Altruist Technologies,2005,18,Hospitality / Travel,"Bangalore, Delhi",1000,https://www.instahyre.com/job-240681-sales-manager-at-altruist-technologies-bangalore-delhi/
446,248053,Business Development - Corporate Sales,Sales and Business ,Mid Senior Level,Muskan Majithia,"Business Development, Corporate Sales, Sales",Awfis Space Solutions,2015,8,Hospitality / Travel,Bangalore,350,https://www.instahyre.com/job-248053-business-development-corporate-sales-at-awfis-space-solutions-bangalore/
447,244424,Revenue Management Executive,Sales and Business ,Junior Level,Anjali Parakkal,"Corporate Sales, Direct Sales, Sales",Hospitality Minds,2016,7,Hospitality / Travel,Mumbai,30,https://www.instahyre.com/job-244424-revenue-management-executive-at-hospitality-minds-mumbai/
448,255833,Key Accounts Manager,Operations ,Mid Senior Level,Surabhi Sundaresan,"Hotel Operations, Key Account Management, Business Development, Direct Sales",Meragi,2022,1,Hospitality / Travel,Bangalore,30,https://www.instahyre.com/job-255833-key-accounts-manager-at-meragi-bangalore/
449,234811,Front Office Assistant,Operations ,Junior Level,Nisha Shahapur,Operations Management,Nextwebi IT Solutions,2015,8,Hospitality / Travel,Bangalore,30,https://www.instahyre.com/job-234811-front-office-assistant-at-nextwebi-it-solutions-bangalore/
450,233809,Sr. Associate / AM - Global Supply Acquisition,Sales and Business ,Mid Senior Level,Kavita Singh,"Contract Drafting, KAM, Property Acquisition, Proposal Writing",University Living,2015,8,Hospitality / Travel,Noida,125,https://www.instahyre.com/job-233809-sr-associate-am-global-supply-acquisition-at-university-living-noida/
451,255475,Sales Excusive - FIT,Sales and Business ,Intermediate Level,Saloni Dubey,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",WMTC,2021,2,Hospitality / Travel,Chandigarh,125,https://www.instahyre.com/job-255475-sales-excusive-fit-at-wmtc-chandigarh/
452,255477,Sales Executive - MICE,Sales and Business ,Intermediate Level,Saloni Dubey,"Business Development, Corporate Sales, Direct Sales, International Sales, Sales",WMTC,2021,2,Hospitality / Travel,Kolkata,125,https://www.instahyre.com/job-255477-sales-executive-mice-at-wmtc-kolkata/
453,254798,Sales Executive - MICE,Sales and Business ,Mid Senior Level,Saloni Dubey,"Business Development, Corporate Sales, Direct Sales, Sales",WMTC,2021,2,Hospitality / Travel,Noida,125,https://www.instahyre.com/job-254798-sales-executive-mice-at-wmtc-noida/
454,243360,Associate Manager - Operations,Operations ,Intermediate Level,Siddharth Bhargav,"Operations Management, Process Improvement, Procurement, Quality Control, Vendor Management",Zolo,2015,8,Hospitality / Travel,Mangalore,125,https://www.instahyre.com/job-243360-associate-manager-operations-at-zolo-mangalore/
455,224747,Travel Sales Consultant,Sales and Business ,Intermediate Level,Vikas Behl,"Business Development, Corporate Sales, International Sales, Sales",Concept Holidayz,2014,9,Hospitality / Travel,Delhi,30,https://www.instahyre.com/job-224747-travel-sales-consultant-at-concept-holidayz-delhi/
456,203467,Travel Consultant,Operations ,Junior Level,Soumya Saxena,Operations Management,Satguru Travel and Tourism Services,1989,34,Hospitality / Travel,South Africa,1000,https://www.instahyre.com/job-203467-travel-consultant-at-satguru-travel-and-tourism-services-south-africa/
457,123222,Mall Floor Manager,Sales and Business ,Junior Level,Anirud Balaji,"Customer Interaction, Customer Relationship, Customer Service, Key Account Management",Timesol,2002,21,Hospitality / Travel,Bangalore,350,https://www.instahyre.com/job-123222-mall-floor-manager-at-timesol-bangalore/
458,249467,Executive Assistant,Sales and Business ,Junior Level,Nikita,"General Management, Corporate Strategy, Strategic Planning",Apptad,2013,10,Human Resources / Staffing / Recruiting,Noida,750,https://www.instahyre.com/job-249467-executive-assistant-at-apptad-noida/
459,263190,Corporate Sales Manager,Sales and Business ,Junior Level,Akshaya Lakshmi,"Business Development, Corporate Sales, Direct Sales, Sales, Telecalling",ElectricPe,2021,2,Human Resources / Staffing / Recruiting,Bangalore,30,https://www.instahyre.com/job-263190-corporate-sales-manager-at-electricpe-bangalore/
460,190639,Tech / Non - Tech Recruiter,Human Resources ,Intermediate Level,Gayathri Govardhana,"Recruitment, US Recruitment",HireQuotient,2021,2,Human Resources / Staffing / Recruiting,Bangalore,5,https://www.instahyre.com/job-190639-tech-non-tech-recruiter-at-hirequotient-bangalore/
